a-link-normal href,s-image src,a-color-secondary,a-color-base,a-link-normal href 2,a-link-normal,a-link-normal href 3,a-size-medium,a-size-base,a-size-base 2,a-size-base 3,a-size-base 4,a-popover-trigger href,a-icon-alt,a-link-normal href 4,a-size-base 5,a-size-base 6,a-size-base href,a-size-base href 2,a-offscreen,a-price-symbol,a-price-whole,a-size-base 7,a-offscreen 2,a-price,a-row,a-color-base 2,a-color-base 3,a-color-base 4,a-size-base 8,a-size-base 9,a-size-base href 3,a-price-decimal,a-price-fraction,a-size-base 10,a-size-base 11,a-size-base href 4,a-offscreen 3,a-price-symbol 2,a-price-whole 2,a-row 2,a-color-base 5,a-size-base href 5
https://www.amazon.in/Data-Analytics-Excel-Power-Python-ebook/dp/B09GYSWLGC/ref=sr_1_11?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-11,https://m.media-amazon.com/images/I/81basu+R2eL._AC_UY218_.jpg,,Available instantly,https://www.amazon.in/Data-Analytics-Excel-Power-Python-ebook/dp/B09GYSWLGC/ref=sr_1_11?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-11,Learn More,https://www.amazon.in/Data-Analytics-Excel-Power-Python-ebook/dp/B09GYSWLGC/ref=sr_1_11?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-11#customerReviews,"Data Analytics with Excel, Power Bi and Python: This book will transform you into Data Analytics Expert . Python with Numpy, Pandas and Matplotlib libraries.",by,Punit Prabhu,|,22-Sep-21,javascript:void(0),3.6 out of 5 stars,https://www.amazon.in/kindle-dbs/ku2?passThroughAsin=B09GYSWLGC&ref_=mbs_ku_lp,5,Kindle Edition,https://www.amazon.in/Punit-Prabhu/e/B091RX7DHD?ref=sr_ntt_srch_lnk_11&qid=1687256786&sr=8-11,https://www.amazon.in/Data-Analytics-Excel-Power-Python-ebook/dp/B09GYSWLGC/ref=sr_1_11?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-11,₹0,₹,0,Paperback,"₹1,281","₹18,500",Free with Kindle Unlimited membership,Get it,"Monday, 10 July",-,M.R.P:,,https://www.amazon.in/Data-Analytics-Excel-Power-Python-ebook/dp/B09GYSWLGC/ref=sr_1_11?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-11,,,,,https://www.amazon.in/Data-Analytics-Excel-Punit-Prabhu/dp/B091HQLX91/ref=sr_1_11?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-11,"₹18,500",₹,"1,281",Or ₹449 to buy,"Thursday, 13 July",https://www.amazon.in/Data-Analytics-Excel-Punit-Prabhu/dp/B091HQLX91/ref=sr_1_11?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-11
https://www.amazon.in/Data-Analytics-Business-Predictive-Analysis-ebook/dp/B01HQFEWKU/ref=sr_1_12?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-12,https://m.media-amazon.com/images/I/71eFCGM7fmL._AC_UY218_.jpg,,Available instantly,https://www.amazon.in/Data-Analytics-Business-Predictive-Analysis-ebook/dp/B01HQFEWKU/ref=sr_1_12?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-12,Learn More,https://www.amazon.in/Data-Analytics-Business-Predictive-Analysis-ebook/dp/B01HQFEWKU/ref=sr_1_12?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-12#customerReviews,"Data Analytics: What Every Business Must Know About Big Data And Data Science (Data Analytics for Business, Predictive Analysis, Big Data Book 1)",by,James Smith,and,Data Analytics,javascript:void(0),3.9 out of 5 stars,https://www.amazon.in/kindle-dbs/ku2?passThroughAsin=B01HQFEWKU&ref_=mbs_ku_lp,|,28-Jun-16,https://www.amazon.in/James-Smith/e/B01M5GUDX8?ref=sr_ntt_srch_lnk_12&qid=1687256786&sr=8-12,https://www.amazon.in/Data-Analytics-Business-Predictive-Analysis-ebook/dp/B01HQFEWKU/ref=sr_1_12?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-12,₹0,₹,0,47,₹910.17,,Free with Kindle Unlimited membership,Get it,"Tuesday, 8 August",-,Kindle Edition,Paperback,https://www.amazon.in/Data-Analytics-Business-Predictive-Analysis-ebook/dp/B01HQFEWKU/ref=sr_1_12?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-12,.,17,Great On Kindle:,A high quality digital reading experience.,https://www.amazon.in/Data-Analytics-Every-Business-Science/dp/1535114150/ref=sr_1_12?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-12,,₹,910,Or ₹234.82 to buy,"Friday, 11 August",https://www.amazon.in/Data-Analytics-Every-Business-Science/dp/1535114150/ref=sr_1_12?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-12
https://www.amazon.in/Data-Analytics-Beginners-Pivot-Recue-ebook/dp/B08MW755F7/ref=sr_1_13?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-13,https://m.media-amazon.com/images/I/71iXyFqUDRL._AC_UY218_.jpg,,Available instantly,https://www.amazon.in/Data-Analytics-Beginners-Pivot-Recue-ebook/dp/B08MW755F7/ref=sr_1_13?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-13,Learn More,https://www.amazon.in/Data-Analytics-Beginners-Pivot-Recue-ebook/dp/B08MW755F7/ref=sr_1_13?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-13#customerReviews,Data Analytics for Beginners : Pivot to Recue,by,Mohammed Alfan,|,4-Nov-20,javascript:void(0),4.3 out of 5 stars,https://www.amazon.in/kindle-dbs/ku2?passThroughAsin=B08MW755F7&ref_=mbs_ku_lp,2,Kindle Edition,https://www.amazon.in/Data-Analytics-Beginners-Pivot-Recue-ebook/dp/B08MW755F7/ref=sr_1_13?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-13,https://www.amazon.in/Data-Analytics-Beginners-Pivot-Recue-ebook/dp/B08MW755F7/ref=sr_1_13?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-13,₹0,₹,0,,,,Free with Kindle Unlimited membership,,,,,,,,,,,,,,,Or ₹148 to buy,,
https://www.amazon.in/Data-Analytics-Made-Accessible-2018-ebook/dp/B00K2I2JL8/ref=sr_1_14?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-14,https://m.media-amazon.com/images/I/81x-XhcIB+L._AC_UY218_.jpg,,Available instantly,https://www.amazon.in/Data-Analytics-Made-Accessible-2018-ebook/dp/B00K2I2JL8/ref=sr_1_14?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-14,Learn More,https://www.amazon.in/Data-Analytics-Made-Accessible-2018-ebook/dp/B00K2I2JL8/ref=sr_1_14?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-14#customerReviews,Data Analytics Made Accessible: 2023 edition,by,Anil Maheshwari,|,1-May-14,javascript:void(0),4.3 out of 5 stars,https://www.amazon.in/kindle-dbs/ku2?passThroughAsin=B00K2I2JL8&ref_=mbs_ku_lp,308,Kindle Edition,https://www.amazon.in/Anil-Maheshwari/e/B00KHH51E6?ref=sr_ntt_srch_lnk_14&qid=1687256786&sr=8-14,https://www.amazon.in/Data-Analytics-Made-Accessible-2018-ebook/dp/B00K2I2JL8/ref=sr_1_14?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-14,₹0,₹,0,Paperback,,,Free with Kindle Unlimited membership,,,,,,https://www.amazon.in/Data-Analytics-Made-Accessible-2018-ebook/dp/B00K2I2JL8/ref=sr_1_14?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-14,,,,,https://www.amazon.in/Business-Intelligence-Data-Mining-Accessible/dp/1500748846/ref=sr_1_14?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-14,,,,Or ₹799 to buy,,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMTgwMzgyODc2NDY2NTk2OjE2ODcyNTY3ODY6c3BfbXRmOjIwMTY1MDkwMzY3MDk4OjowOjo&url=%2FAWAKENING-INTELLIGENCE-NEW-J-KRISHNAMURTI%2Fdp%2F8187326956%2Fref%3Dsr_1_15_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256786%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-15-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/61QhKODuNpL._AC_UY218_.jpg,Sponsored,Sponsored,https://www.amazon.in/s?k=data+analytics+books&crid=3K62HY0HMMON7&sprefix=data+analytics%2Caps%2C286&ref=nb_sb_ss_ts-doa-p_1_14#,Let us know,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMTgwMzgyODc2NDY2NTk2OjE2ODcyNTY3ODY6c3BfbXRmOjIwMTY1MDkwMzY3MDk4OjowOjo&url=%2FAWAKENING-INTELLIGENCE-NEW-J-KRISHNAMURTI%2Fdp%2F8187326956%2Fref%3Dsr_1_15_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256786%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-15-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,THE AWAKENING OF INTELLIGENCE (NEW EDITION),by,J.KRISHNAMURTI,|,1-Oct-16,javascript:void(0),4.6 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMTgwMzgyODc2NDY2NTk2OjE2ODcyNTY3ODY6c3BfbXRmOjIwMTY1MDkwMzY3MDk4OjowOjo&url=%2FAWAKENING-INTELLIGENCE-NEW-J-KRISHNAMURTI%2Fdp%2F8187326956%2Fref%3Dsr_1_15_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256786%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-15-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1#customerReviews,210,Paperback,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMTgwMzgyODc2NDY2NTk2OjE2ODcyNTY3ODY6c3BfbXRmOjIwMTY1MDkwMzY3MDk4OjowOjo&url=%2FAWAKENING-INTELLIGENCE-NEW-J-KRISHNAMURTI%2Fdp%2F8187326956%2Fref%3Dsr_1_15_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256786%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-15-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMTgwMzgyODc2NDY2NTk2OjE2ODcyNTY3ODY6c3BfbXRmOjIwMTY1MDkwMzY3MDk4OjowOjo&url=%2FAWAKENING-INTELLIGENCE-NEW-J-KRISHNAMURTI%2Fdp%2F8187326956%2Fref%3Dsr_1_15_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256786%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-15-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,₹350,₹,350,M.R.P:,₹495,₹495,(29% off),Get it by,"Tomorrow, 21 June",FREE Delivery by Amazon,,,,,,,,,,,,,,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMTgwMzgyODc2NDY2NTk2OjE2ODcyNTY3ODY6c3BfbXRmOjIwMDA1NzA4NTEyODEyOjowOjo&url=%2FPublishers-Swamys-Master-Service-Financial%2Fdp%2FB01AUHP1GK%2Fref%3Dsr_1_16_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256786%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-16-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/81rHwAKZSvL._AC_UY218_.jpg,Sponsored,Sponsored,https://www.amazon.in/s?k=data+analytics+books&crid=3K62HY0HMMON7&sprefix=data+analytics%2Caps%2C286&ref=nb_sb_ss_ts-doa-p_1_14#,Let us know,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMTgwMzgyODc2NDY2NTk2OjE2ODcyNTY3ODY6c3BfbXRmOjIwMDA1NzA4NTEyODEyOjowOjo&url=%2FPublishers-Swamys-Master-Service-Financial%2Fdp%2FB01AUHP1GK%2Fref%3Dsr_1_16_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256786%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-16-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Swamy Publishers (P) Ltd. Swamy’s Master Guide to FR & SR Service Rules and Financial Rules,by,Brinda & Sanjeev Muthuswamy,|,1-Jan-17,javascript:void(0),4.3 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMTgwMzgyODc2NDY2NTk2OjE2ODcyNTY3ODY6c3BfbXRmOjIwMDA1NzA4NTEyODEyOjowOjo&url=%2FPublishers-Swamys-Master-Service-Financial%2Fdp%2FB01AUHP1GK%2Fref%3Dsr_1_16_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256786%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-16-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1#customerReviews,416,Paperback,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMTgwMzgyODc2NDY2NTk2OjE2ODcyNTY3ODY6c3BfbXRmOjIwMDA1NzA4NTEyODEyOjowOjo&url=%2FPublishers-Swamys-Master-Service-Financial%2Fdp%2FB01AUHP1GK%2Fref%3Dsr_1_16_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256786%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-16-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMTgwMzgyODc2NDY2NTk2OjE2ODcyNTY3ODY6c3BfbXRmOjIwMDA1NzA4NTEyODEyOjowOjo&url=%2FPublishers-Swamys-Master-Service-Financial%2Fdp%2FB01AUHP1GK%2Fref%3Dsr_1_16_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256786%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-16-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,₹450,₹,450,,,,,Get it by,"Sunday, 25 June",,,,,,,,,,,,,,,
https://www.amazon.in/Applied-Data-Science-Transforming-Actionable/dp/0135258529/ref=sr_1_17?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-17,https://m.media-amazon.com/images/I/61tqOVcHfOL._AC_UY218_.jpg,,Get it,https://www.amazon.in/Applied-Data-Science-Transforming-Actionable/dp/0135258529/ref=sr_1_17?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-17,,https://www.amazon.in/Applied-Data-Science-Transforming-Actionable/dp/0135258529/ref=sr_1_17?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-17#customerReviews,Product Analytics: Applied Data Science Techniques for Actionable Consumer Insights (Addison-Wesley Data & Analytics Series),by,Joanne Rodrigues,|,29-Dec-20,javascript:void(0),4.1 out of 5 stars,,20,Paperback,https://www.amazon.in/Joanne-Rodrigues/e/B08LP1T7DM?ref=sr_ntt_srch_lnk_17&qid=1687256786&sr=8-17,https://www.amazon.in/Applied-Data-Science-Transforming-Actionable/dp/0135258529/ref=sr_1_17?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-17,"₹4,223",₹,"4,223",M.R.P:,"₹4,918","₹4,918",(14% off),"Monday, 10 July",-,"Thursday, 13 July",Kindle Edition,Digital,https://www.amazon.in/Applied-Data-Science-Transforming-Actionable/dp/0135258529/ref=sr_1_17?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-17,.,25,,,https://www.amazon.in/Product-Analytics-Techniques-Actionable-Addison-Wesley-ebook/dp/B08F5JKCWT/ref=sr_1_17?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-17,"₹2,507.25",₹,"2,507",(27% off),Available instantly,https://www.amazon.in/Product-Analytics-Techniques-Actionable-Addison-Wesley-ebook/dp/B08F5JKCWT/ref=sr_1_17?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-17
https://www.amazon.in/Analytics-Subhashini-Chellappan-Seema-Acharya/dp/812657951X/ref=sr_1_18?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-18,https://m.media-amazon.com/images/I/71Kxb8HIqqL._AC_UY218_.jpg,,Get it by,https://www.amazon.in/Analytics-Subhashini-Chellappan-Seema-Acharya/dp/812657951X/ref=sr_1_18?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-18,(9 new offers),https://www.amazon.in/Analytics-Subhashini-Chellappan-Seema-Acharya/dp/812657951X/ref=sr_1_18?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-18#customerReviews,"Big Data and Analytics, 2ed | IM | BS | e",by,Subhashini Chellappan Seema Acharya,|,1-Jan-19,javascript:void(0),4.4 out of 5 stars,https://www.amazon.in/gp/offer-listing/812657951X/ref=sr_1_18_olp?keywords=data+analytics+books&crid=3K62HY0HMMON7&sprefix=data+analytics%2Caps%2C286&qid=1687256786&sr=8-18,95,Paperback,https://www.amazon.in/Analytics-Subhashini-Chellappan-Seema-Acharya/dp/812657951X/ref=sr_1_18?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-18,https://www.amazon.in/Analytics-Subhashini-Chellappan-Seema-Acharya/dp/812657951X/ref=sr_1_18?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-18,₹540,₹,540,M.R.P:,₹649,₹649,(17% off),"Tomorrow, 21 June",FREE Delivery by Amazon,₹480,More Buying Choices,Kindle Edition,https://www.amazon.in/Analytics-Subhashini-Chellappan-Seema-Acharya-ebook/dp/B07P653NG3/ref=sr_1_18?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-18,,,,,https://www.amazon.in/Analytics-Subhashini-Chellappan-Seema-Acharya-ebook/dp/B07P653NG3/ref=sr_1_18?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-18,₹432,₹,432,(25% off),Available instantly,
https://www.amazon.in/Big-Data-Analytics-Harnessing-Business/dp/177188956X/ref=sr_1_19?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-19,https://m.media-amazon.com/images/I/61jSDj9F1vL._AC_UY218_.jpg,,Get it by,https://www.amazon.in/Big-Data-Analytics-Harnessing-Business/dp/177188956X/ref=sr_1_19?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-19,(16 used & new offers),https://www.amazon.in/gp/offer-listing/177188956X/ref=sr_1_19_olp?keywords=data+analytics+books&crid=3K62HY0HMMON7&sprefix=data+analytics%2Caps%2C286&qid=1687256786&sr=8-19,Big Data Analytics: Harnessing Data for New Business Models,by,Mounia Khelfaoui,",",Nadjat Kadi,,,,", et al.",|,https://www.amazon.in/Big-Data-Analytics-Harnessing-Business/dp/177188956X/ref=sr_1_19?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-19,https://www.amazon.in/Big-Data-Analytics-Harnessing-Business/dp/177188956X/ref=sr_1_19?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-19,"₹11,479",₹,"11,479",5-Jul-21,"₹15,290","₹15,290",(25% off),"Sunday, 25 June",FREE Delivery by Amazon,"₹11,100",Hardcover,M.R.P:,https://www.amazon.in/Big-Data-Analytics-Harnessing-Business-ebook/dp/B08XQV6VZN/ref=sr_1_19?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-19,.,70,More Buying Choices,Kindle Edition,https://www.amazon.in/Big-Data-Analytics-Harnessing-Business-ebook/dp/B08XQV6VZN/ref=sr_1_19?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-19,"₹4,487.70",₹,"4,487",,Available instantly,
https://www.amazon.in/Data-Science-Big-Analytics-Discovering/dp/8126556536/ref=sr_1_20?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-20,https://m.media-amazon.com/images/I/51o7+TcOI4L._AC_UY218_.jpg,,Available instantly,https://www.amazon.in/Data-Science-Big-Analytics-Discovering/dp/8126556536/ref=sr_1_20?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-20,,https://www.amazon.in/Data-Science-Big-Analytics-Discovering/dp/8126556536/ref=sr_1_20?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-20#customerReviews,"Data Science and Big Data Analytics: Discovering, Analyzing, Visualizing and Presenting Data",by,EMC Education Services,|,1-Jan-15,javascript:void(0),4.3 out of 5 stars,,195,Hardcover,https://www.amazon.in/Data-Science-Big-Analytics-Discovering/dp/8126556536/ref=sr_1_20?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-20,https://www.amazon.in/Data-Science-Big-Analytics-Discovering-ebook/dp/B00RXHVQF6/ref=sr_1_20?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-20,"₹2,098.95",₹,"2,098",Kindle Edition,,,,,,,,,https://www.amazon.in/Data-Science-Big-Analytics-Discovering-ebook/dp/B00RXHVQF6/ref=sr_1_20?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-20,.,95,,,,,,,,,
https://www.amazon.in/Analytics-Spark-Using-Python-Pearson/dp/9353068452/ref=sr_1_21?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-21,https://m.media-amazon.com/images/I/81Rx8TrievL._AC_UY218_.jpg,,Get it by,https://www.amazon.in/Analytics-Spark-Using-Python-Pearson/dp/9353068452/ref=sr_1_21?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-21,,https://www.amazon.in/Analytics-Spark-Using-Python-Pearson/dp/9353068452/ref=sr_1_21?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-21#customerReviews,DATA ANALYTICS WITH SPARK USING PYTHON,by,Aven Jeffrey,|,30-Nov-18,javascript:void(0),4.2 out of 5 stars,,40,Paperback,https://www.amazon.in/Analytics-Spark-Using-Python-Pearson/dp/9353068452/ref=sr_1_21?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-21,https://www.amazon.in/Analytics-Spark-Using-Python-Pearson/dp/9353068452/ref=sr_1_21?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-21,₹475,₹,475,Only 1 left in stock.,₹475,,(85% off),"Friday, 23 June",Available instantly,,Kindle Edition,,https://www.amazon.in/Analytics-Spark-Using-Python-Addison-Wesley-ebook/dp/B07D3BP8C8/ref=sr_1_21?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-21,,,,,https://www.amazon.in/Analytics-Spark-Using-Python-Addison-Wesley-ebook/dp/B07D3BP8C8/ref=sr_1_21?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-21,,₹,475,,,
